wl,id
1.7343286,C I
1.7412291000000002,Mg I
1.7414241000000001,Fe I
1.7471683,Si I
1.7553341,Fe I
1.7585283999999999,Fe I
1.7613504,Fe I
1.7621891,Si I
1.7628162,Si I
1.7688737,Fe I
1.7711463,Fe I
1.7725933,Fe I
1.772621,Fe I
1.7732941999999998,Fe I
1.7758583,Mg I
1.7766912000000001,Mg I
1.7775973999999999,Fe I
1.7840949000000002,Fe I
1.7850865000000002,Fe I
1.7890004000000002,Fe I
1.7935075,Fe I
1.7942698000000001,Fe I
1.7943776999999999,Fe I
1.7971303,Fe I
1.7984291000000001,Fe I
1.798721,Fe I
1.7991446,Ni I
1.8006761999999998,Cr I
1.804577,Ni I
1.8078612,Fe I
1.8101227999999998,Fe I
1.8194901999999997,Fe I
1.9430568,Mg I
1.9458301,Ca I
1.9489667000000002,Fe I
1.9496166000000001,Fe I
1.9498705000000003,Si I
1.9511040000000002,Ca I
1.9511446,Si I
1.95135,Si I
1.9514636000000003,Fe I
1.9598082,Fe I
1.9616919999999998,Fe I
1.9618503,Fe I
1.9640681,Fe I
1.9723943,V I
1.9727936000000001,Si I
1.9728928,Mg I
1.9739256999999997,Mg I
1.9782195,Ca I
1.9797278999999999,Fe I
1.9820427999999999,Ca I
1.9852129,Fe I
1.9858512,Ca I
1.9867646,Ca I
1.9922628,Ca I
1.9928778000000003,Fe I
1.9934361,Si I
1.9939169999999997,Ca I
1.9967282,Ca I
2.0097535,Fe I
2.0286617,Fe I
2.0301933,Si I
2.0349441,Si I
2.0355272,Fe I
2.0383973,Si I
2.0569580000000003,Fe I
2.0608501,Si I
2.0635321,Fe I
2.0703959,Fe I
2.0704272,Si I
2.0722606,Fe I
2.0809875,Si I
2.0810766,Fe I
2.0846491,Fe I
2.0922821,Si I
2.1065505,Mg I
2.1066642000000004,Mg I
2.1098835,Al I
2.1169577,Al I
2.1244261000000004,Fe I
2.1360087000000005,Si I
2.1785696,Si I
2.1788887999999997,Ti I
2.1825655,Si I
2.1885319,Si I
2.1903353,Ti I
2.2010505,Ti I
2.2057965,Sc I
2.2062447,Na I
2.2068751,Si I
2.2089689,Na I
2.2217295,Ti I
2.2238901,Ti I
2.2263176,Fe I
2.226625,Fe I
2.2280107000000005,Ti I
2.231667,Ti I
2.2386901000000003,Fe I
2.2398974999999997,Fe I
2.245002,Ti I
2.2479405,Fe I
2.2543838,Si I
2.2614113999999996,Ca I
2.2626002,Fe I
2.2631137000000003,Ca I
2.2632897,Ca I
2.2657359,Ca I
2.2671964,Si I
2.2814252,Mg I
2.2969596,Ti I
2.3150909,Fe I
2.3354795,Na I
2.3385518,Na I
2.3447857000000005,Ti I
2.4572998999999998,Mg I
2.4825687000000003,Mg I
2.4867327,Mg I
3.0277195,Mg I
3.1517396,Si I
3.3970842000000006,Mg I
3.6771872,Mg I
3.6789457999999997,Mg I
3.6825631000000003,Mg I
3.7091205,Fe I
3.8632832,Al I
3.8664858,Mg I
3.8669012,Mg I
3.8721193999999994,Al I
