Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,SP_TYPE,SP_QUAL,SP_NATURE,SP_BIBCODE,INPUT
2MASS J16113134-1838259,"HBC 254,[T64] 5,AS 205 A+Ba+Bb","K5+M3,K5+K7+M0","27,28",K5,,,out,,,out,,,out,,,out,,,out,4.51,0.09,,,,err,1.32,0.02,,-0.47,0.02,,,,,,Y,Y,full,V* V866 Sco,16 11 31.402,-18 38 24.54,7.0,7.0,,,0.0,B,,2000A&A...361.1143T,Orion_V*,K5,D,,2011A&A...527A.119B,2MASS J16113134-1838259
2MASS J16113180-2237082,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.38,0.03,,11.01,0.14,,,,nodet,,,,N,N,,,2MASS J16113180-2237082,16 11 31.81,-22 37 08.2,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.5,D,,2011A&A...527A..24L,2MASS J16113180-2237082
2MASS J16113363-1914003,,M3,22,M3,,,out,,,out,,,out,,,out,,,out,9.9,0.03,,9.75,0.02,,9.57,0.05,,,,nodet,,,,N,N,,,2MASS J16113363-1914003,16 11 33.638,-19 14 00.39,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M3,D,,2009A&A...504..981B,2MASS J16113363-1914003
2MASS J16113470-2219442,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,12.11,0.02,,11.87,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16113470-2219442,16 11 34.702,-22 19 44.21,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,brownD*,M5.75,D,,2011A&A...527A..24L,2MASS J16113470-2219442
2MASS J16113761-2346147,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.03,0.03,,10.81,0.02,,10.74,0.1,,,,nodet,,,,N,N,,,2MASS J16113761-2346147,16 11 37.62,-23 46 14.7,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16113761-2346147
2MASS J16113784-2210273,,M4,25,M4,,,out,,,out,,,out,,,out,,,out,9.97,0.03,,9.78,0.02,,9.73,0.05,,,,false,,,,N,N,,,2MASS J16113784-2210273,16 11 37.84,-22 10 27.4,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.0,D,,2011A&A...527A..24L,2MASS J16113784-2210273
2MASS J16113837-2307072,,M6.25,25,M6.25,,,out,,,out,,,out,,,out,,,out,12.6,0.03,,12.31,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16113837-2307072,16 11 38.37,-23 07 07.3,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M6.25,D,,2011A&A...527A..24L,2MASS J16113837-2307072
2MASS J16114040-2311347,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.42,0.03,,11.2,0.03,,11.16,0.16,,,,nodet,,,,N,N,,,2MASS J16114040-2311347,16 11 40.40,-23 11 34.8,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.75,D,,2011A&A...527A..24L,2MASS J16114040-2311347
2MASS J16114353-2527073,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,10.61,0.02,,10.36,0.02,,10.24,0.08,,,,nodet,,,,N,N,,,2MASS J16114353-2527073,16 11 43.530,-25 27 07.40,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16114353-2527073
2MASS J16114530-2254329,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.36,0.02,,11.29,0.17,,,,nodet,,,,N,N,,,2MASS J16114530-2254329,16 11 45.301,-22 54 32.92,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16114530-2254329
2MASS J16114534-1928132,,M5,29,M5,,,out,,,out,,,out,,,out,6.96,0.08,,11.26,0.03,,10.72,0.02,,9.22,0.08,,,,false,,,Y,Y,Y,,full,2MASSW J1611453-192813,16 11 45.344,-19 28 13.23,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,M5,D,,,2MASS J16114534-1928132
2MASS J16114612-1907429,,M5,14,M5,10.74,0.02,,10.65,0.02,,10.56,0.03,,10.64,0.03,,9.26,0.12,,10.89,0.02,,10.64,0.02,,10.29,0.07,,,,false,N,N,Y,N,N,,debris/ev trans,2MASS J16114612-1907429,16 11 46.129,-19 07 42.98,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M5,D,,2009A&A...504..981B,2MASS J16114612-1907429
2MASS J16114735-2242062,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,12.33,0.03,bl,12.09,0.04,bl,,,false,,,nodet,,,,N,,,,2MASS J16114735-2242062,16 11 47.352,-22 42 06.27,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16114735-2242062
2MASS J16114920-1947431,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.64,0.02,,10.44,0.02,,10.22,0.07,,,,nodet,,,,N,N,,,2MASS J16114920-1947431,16 11 49.202,-19 47 43.16,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16114920-1947431
2MASS J16115091-2012098,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,10.09,0.02,,9.74,0.02,,8.14,0.03,,5.98,0.05,,,,,Y,Y,Y,full,2MASS J16115091-2012098,16 11 50.919,-20 12 09.89,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16115091-2012098
2MASS J16115266-2232421,"HD 145468,HIP 79366",A3V,1,A3V,,,out,7.22,0.02,,,,out,7.3,0.03,,7.21,0.04,,7.2,0.03,,7.19,0.02,,7.24,0.02,,7.14,0.11,,N,N,N,N,N,N,,HD 145468,16 11 52.6580,-22 32 42.128,9.0,9.0,8.789999961853027,6.409999847412109,90.0,A,O,2007A&A...474..653V,Star,A3V,C,,1988MSS...C04....0H,2MASS J16115266-2232421
2MASS J16115436-2157025,,M8,2,M8,,,out,,,out,,,out,,,out,,,out,12.95,0.03,,12.61,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16115436-2157025,16 11 54.369,-21 57 02.60,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16115436-2157025
2MASS J16115439-2236491,,M6.25,25,M6.25,,,out,,,out,,,out,,,out,,,out,13.04,0.03,,12.8,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16115439-2236491,16 11 54.39,-22 36 49.2,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M6.25,D,,2011A&A...527A..24L,2MASS J16115439-2236491
2MASS J16115551-2106179,"HD 145467,HIP 79369","F0V,F1V","1,9",F1V,,,out,,,out,,,out,,,out,7.44,0.06,,7.51,0.03,,7.53,0.02,,7.51,0.02,,7.55,0.14,,,,N,N,N,N,,HD 145467,16 11 55.5192,-21 06 17.998,9.0,9.0,15.1899995803833,11.329999923706055,90.0,A,O,2007A&A...474..653V,Star,F0V,C,,1988MSS...C04....0H,2MASS J16115551-2106179
2MASS J16115626-1943229,,M3,22,M3,,,out,,,out,,,out,,,out,,,out,9.7,0.02,,9.52,0.02,,9.43,0.04,,,,false,,,,N,N,,,2MASS J16115626-1943229,16 11 56.261,-19 43 22.94,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M3,D,,2009A&A...504..981B,2MASS J16115626-1943229
2MASS J16115633-2304051,,M1,4,M1,,,out,,,out,,,out,,,out,,,out,8.55,0.03,,8.48,0.02,,8.37,0.03,,8.73,0.42,ext,,,,N,N,,,2MASS J16115633-2304051,16 11 56.334,-23 04 05.14,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M1,D,,,2MASS J16115633-2304051
2MASS J16115737-2215066,,"M5,M5.75","17,25",M5.5,,,out,,,out,,,out,,,out,,,out,12.51,0.03,bl,12.24,0.03,bl,,,nodet,,,nodet,,,,N,,,,2MASS J16115737-2215066,16 11 57.379,-22 15 06.69,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16115737-2215066
2MASS J16115858-1927003,"HD 145501,nu Sco C",B8/B9V,1,B8V,,,out,,,out,,,out,,,out,5.66,0.1,,5.71,0.04,,,,err,5.59,0.02,,,,nodet,,,N,,N,,,HR  6026,16 11 58.603,-19 27 00.15,7.0,7.0,208.6699981689453,205.02999877929688,87.0,B,,1988A&AS...74..449R,**,B8V+B9VpSi,,,,2MASS J16115858-1927003
2MASS J16115927-1906532,"RX J1612.0-1906,Sco PMS 48,HBC 633,WaOph 2",K0,12,K0,7.96,0.02,,7.96,0.02,,7.89,0.03,,7.87,0.03,,7.74,0.04,,7.85,0.02,,7.78,0.02,,7.74,0.02,,7.71,0.18,,N,N,N,N,N,N,,V* V1001 Sco,16 11 59.277,-19 06 53.28,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,Orion_V*,K1,D,,,2MASS J16115927-1906532
2MASS J16115974-1927381,"HD 145502,HIP 79374,nu Sco A",B2IV,1,B2IV,,,out,3.73,0.02,,,,out,3.83,0.03,,3.81,0.04,,3.71,0.11,,,,err,3.81,0.02,,3.91,0.14,,N,N,N,,N,N,,* nu. Sco,16 11 59.7356,-19 27 38.536,9.0,9.0,6.25,4.139999866485596,90.0,A,O,2007A&A...474..653V,SB*,B2V,C,,1976A&AS...26..241C,2MASS J16115974-1927381
2MASS J16120989-2355175,"HD 145505,HIP 79392",A2IV,1,A2IV,,,out,7.5,0.02,,,,out,7.5,0.03,,7.53,0.04,,7.48,0.03,,7.47,0.02,,7.47,0.02,,7.23,0.12,,N,N,N,N,N,N,,HD 145505,16 12 09.8925,-23 55 17.494,9.0,9.0,9.3100004196167,6.670000076293945,90.0,A,O,2007A&A...474..653V,Star,A2IV,C,,1988MSS...C04....0H,2MASS J16120989-2355175
2MASS J16121016-2758305,,M8.5,2,M8.5,,,out,,,out,,,out,,,out,,,nodet,13.66,0.04,bl,13.43,0.06,bl,,,nodet,,,nodet,,,,N,,,,2MASS J16121016-2758305,16 12 10.168,-27 58 30.59,7.0,7.0,60.0,60.0,45.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16121016-2758305
2MASS J16121043-1932275,,M5,17,M5,,,out,,,out,,,out,,,out,,,nodet,10.95,0.02,,10.73,0.02,,10.6,0.09,,,,nodet,,,,N,N,,,2MASS J16121043-1932275,16 12 10.437,-19 32 27.59,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16121043-1932275
2MASS J16121185-2047267,,M6.5,19,M6.5,12.15,0.02,,12.03,0.02,,11.99,0.03,,11.93,0.04,,,,nodet,12.37,0.03,,12.08,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16121185-2047267,16 12 11.860,-20 47 26.72,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6.5,D,,2006AJ....131.3016S,2MASS J16121185-2047267
2MASS J16121492-2218038,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.23,0.02,,11.05,0.02,,11.13,0.15,,,,nodet,,,,N,N,,,2MASS J16121492-2218038,16 12 14.92,-22 18 03.9,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16121492-2218038
2MASS J16121609-2344248,,M5,25,M5,,,out,,,out,,,out,,,out,,,nodet,,,unres,,,unres,,,unres,,,unres,,,,,,,,2MASS J16121609-2344248,16 12 16.10,-23 44 24.9,6.0,6.0,80.0,60.0,0.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16121609-2344248
2MASS J16121821-2755349,"HD 145482,HIP 79404,13 Sco",B2V,8,B2V,,,out,5.02,0.02,,,,out,5.11,0.03,,4.97,0.07,,5.1,0.07,,,,err,5.01,0.02,,,,false,N,N,N,,N,,,* c02 Sco,16 12 18.2049,-27 55 34.945,9.0,9.0,1.5800000429153442,1.2300000190734863,90.0,A,O,2007A&A...474..653V,SB*,B2V,C,,,2MASS J16121821-2755349
2MASS J16122092-1909041,Sco PMS 51,"M2.5,M1","12,30",M1,9.31,0.02,,9.29,0.02,,9.24,0.03,,9.27,0.03,,9.1,0.09,,9.43,0.02,,9.29,0.02,,9.11,0.04,,,,false,N,N,N,N,N,,,GSC 06209-01166,16 12 20.928,-19 09 04.15,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,SB*,M1,,,2007ApJ...657..338P,2MASS J16122092-1909041
2MASS J16122183-1934445,"HD 145554,HIP 79410",B9V,1,B9V,,,out,7.03,0.02,,,,out,7.01,0.03,,5.6,0.04,,7.03,0.03,,7.03,0.02,,6.71,0.02,,5.72,0.04,,N,N,Y,N,Y,Y,debris/ev trans,HD 145554,16 12 21.8327,-19 34 44.565,9.0,9.0,9.0600004196167,6.429999828338623,90.0,A,O,2007A&A...474..653V,Star,B9V,C,,1988MSS...C04....0H,2MASS J16122183-1934445
2MASS J16122737-2009596,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.21,0.02,,10.76,0.02,,8.8,0.03,,6.99,0.09,,,,,Y,Y,Y,full,2MASS J16122737-2009596,16 12 27.377,-20 09 59.69,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16122737-2009596
2MASS J16122764-2156407,,"L0,M9 or L0","7,2",M9,14.89,0.03,,14.48,0.03,,,,out,,,out,,,out,15.34,0.06,,14.69,0.09,,,,nodet,,,nodet,N,,,N,,,,2MASS J16122764-2156407,16 12 27.65,-21 56 40.7,6.0,6.0,240.0,230.0,27.0,B,I,2003yCat.2246....0C,brownD*,L0,C,,2013MNRAS.435.2650C,2MASS J16122764-2156407
2MASS J16122768-2406485,,M7,17,M7,,,out,,,out,,,out,,,out,,,out,11.69,0.03,,11.48,0.02,,11.06,0.14,,,,nodet,,,,N,N,,,2MASS J16122768-2406485,16 12 27.684,-24 06 48.59,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,pMS*,M7,D,,2008ApJ...688..377S,2MASS J16122768-2406485
2MASS J16122895-2159358,,"L1,M9.25","7,2",M9.25,14.01,0.03,,13.7,0.03,,,,out,,,out,,,out,14.15,0.03,bl,13.58,0.04,bl,,,false,,,false,N,,,N,,,,2MASS J16122895-2159358,16 12 28.95,-21 59 35.8,6.0,6.0,160.0,140.0,82.0,B,I,2003yCat.2246....0C,brownD*,M11.00,D,,2011A&A...527A..24L,2MASS J16122895-2159358
2MASS J16123458-2458341,,"M4.75,M5.5","17,2",M5.5,,,out,,,out,,,out,,,out,,,out,10.77,0.02,,10.59,0.02,,10.28,0.07,,,,false,,,,N,N,,,2MASS J16123458-2458341,16 12 34.586,-24 58 34.20,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4.75,D,,2008ApJ...688..377S,2MASS J16123458-2458341
2MASS J16123759-2349234,,"M6,M5.5","19,25",M5.75,12.49,0.02,,12.41,0.02,,12.34,0.03,,12.37,0.04,,,,nodet,12.59,0.03,,12.41,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16123759-2349234,16 12 37.590,-23 49 23.40,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16123759-2349234
2MASS J16123916-1859284,"RX J1612.6-1859b,[T64] 6","M0,M1","31,30",M0.5,,,out,8.02,0.02,,,,out,7.01,0.03,,4.47,0.04,,8.66,0.02,,8.24,0.02,,6.39,0.02,,4.53,0.03,,Y,Y,Y,Y,Y,Y,full,GSC 06209-01312,16 12 39.169,-18 59 28.51,7.0,7.0,21.0,21.0,90.0,B,O,2009yCat.1315....0Z,Em*,M0e,D,,1998MNRAS.300..733M,2MASS J16123916-1859284
2MASS J16123954-2228082,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.22,0.02,,10.08,0.02,,9.98,0.06,,,,nodet,,,,N,N,,,2MASS J16123954-2228082,16 12 39.55,-22 28 08.2,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M4.5,D,,2011A&A...527A..24L,2MASS J16123954-2228082
2MASS J16124051-1859282,"RX J1612.6-1859a,Sco PMS 52,HBC 634,WaOph 3","K0,K6,K0,K5,K6","12,31,32,20,5",K6,7.32,0.02,,7.36,0.02,,,,out,7.35,0.03,,7.23,0.05,,7.38,0.03,,7.38,0.02,,7.23,0.02,bl,,,unres,N,N,N,N,N,,,V* V1002 Sco,16 12 40.5054,-18 59 28.137,8.0,8.0,101.2300033569336,61.86000061035156,90.0,B,,1998A&A...335L..65H,Orion_V*,K6e,C,,2006A&A...460..695T,2MASS J16124051-1859282
2MASS J16124123-1949380,,M1,2,M1,,,out,,,out,,,out,,,out,,,out,8.71,0.02,,8.64,0.02,,8.54,0.03,,8.21,0.29,,,,,N,N,,,2MASS J16124123-1949380,16 12 41.237,-19 49 38.03,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16124123-1949380
2MASS J16124374-2308231,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.75,0.02,,10.53,0.02,,10.3,0.07,,,,nodet,,,,N,N,,,2MASS J16124374-2308231,16 12 43.74,-23 08 23.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16124374-2308231
2MASS J16124410-1930102,"HD 145631,HIP 79439",B9V,1,B9V,6.94,0.02,,6.93,0.02,,6.92,0.03,,6.95,0.03,,6.2,0.04,,6.95,0.04,,6.93,0.02,,6.79,0.02,,6.19,0.06,,N,N,Y,N,N,Y,debris/ev trans,HD 145631,16 12 44.1005,-19 30 10.338,9.0,9.0,8.630000114440918,5.900000095367432,90.0,A,O,2007A&A...474..653V,Star,B9V,C,,1988MSS...C04....0H,2MASS J16124410-1930102
2MASS J16124506-2305303,,M5.5,17,M5.5,12.12,0.02,,,,out,11.96,0.06,,,,out,,,out,12.26,0.03,,11.99,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16124506-2305303,16 12 45.066,-23 05 30.33,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16124506-2305303
2MASS J16124692-2338408,,"M6,M6.25","19,25",M6,12.21,0.02,,12.11,0.02,,12.08,0.03,,12.03,0.04,,,,nodet,12.42,0.03,,12.19,0.03,,,,false,,,false,N,N,,N,,,,2MASS J16124692-2338408,16 12 46.925,-23 38 40.84,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16124692-2338408
2MASS J16124726-1903531,,M6,14,M6,,,out,,,out,,,out,,,out,,,out,11.51,0.02,,11.23,0.02,,,,false,,,nodet,,,,N,,,,2MASS J16124726-1903531,16 12 47.270,-19 03 53.16,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M6,D,,2009A&A...504..981B,2MASS J16124726-1903531
2MASS J16124893-1800525,,M3,14,M3,,,out,,,out,,,out,,,out,,,out,10.11,0.03,,9.91,0.02,,9.46,0.04,,8.09,0.23,,,,,N,N,Y,debris/ev trans,[PBB2002] USco J161248.9-180052,16 12 48.932,-18 00 52.55,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J16124893-1800525
2MASS J16125528-2226542,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,11.03,0.03,,10.68,0.02,,8.5,0.03,,6.06,0.05,,,,,Y,Y,Y,full,2MASS J16125528-2226542,16 12 55.28,-22 26 54.2,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.5,D,,2011A&A...527A..24L,2MASS J16125528-2226542
2MASS J16125533-2319456,"HD 145655,HIP 79462",G2V,1,G2V,,,out,7.25,0.02,,,,out,7.22,0.03,,6.69,0.04,,7.26,0.03,,7.25,0.02,,7.13,0.02,,6.69,0.07,,N,N,Y,N,N,N,debris/ev trans,HD 145655,16 12 55.3350,-23 19 45.702,9.0,9.0,11.4399995803833,9.399999618530273,90.0,A,O,2007A&A...474..653V,Star,G2V,C,,1988MSS...C04....0H,2MASS J16125533-2319456
2MASS J16125588-2518581,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.58,0.02,,10.39,0.02,,10.0,0.08,,,,false,,,,N,N,,,2MASS J16125588-2518581,16 12 55.888,-25 18 58.16,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16125588-2518581
2MASS J16125723-2428013,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.78,0.02,,11.54,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16125723-2428013,16 12 57.233,-24 28 01.34,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16125723-2428013
2MASS J16130232-2124283,,"L0,M9 or L0","7,2",M9,15.09,0.03,,14.93,0.04,,,,out,,,out,,,out,15.52,0.08,,14.92,0.12,,,,nodet,,,nodet,N,,,N,,,,2MASS J16130232-2124283,16 13 02.32,-21 24 28.4,6.0,6.0,220.0,210.0,78.0,B,I,2003yCat.2246....0C,brownD*,L0,C,,2013MNRAS.435.2650C,2MASS J16130232-2124283
2MASS J16130234-2501460,,M2,2,M2,,,out,,,out,,,out,,,out,,,out,9.3,0.02,,9.24,0.02,,9.13,0.04,,,,nodet,,,,N,N,,,2MASS J16130234-2501460,16 13 02.343,-25 01 46.02,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16130234-2501460
2MASS J16130235-1904450,,M6,2,M6,12.09,0.02,,11.68,0.02,,11.35,0.03,,10.88,0.03,,8.24,0.05,,12.12,0.02,,11.56,0.03,,10.03,0.07,,,,nodet,Y,Y,Y,Y,Y,,full,2MASS J16130235-1904450,16 13 02.351,-19 04 45.07,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16130235-1904450
2MASS J16130271-2257446,,"K4,K5","4,20",K4.5,,,out,8.33,0.02,,,,out,8.28,0.03,,8.24,0.05,,8.29,0.02,,8.31,0.02,,8.19,0.03,,7.96,0.23,,N,N,N,N,N,N,,2MASS J16130271-2257446,16 13 02.719,-22 57 44.64,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,TTau*,K5,D,,2006AJ....132..866R,2MASS J16130271-2257446
2MASS J16130306-1929319,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.1,0.03,,11.81,0.03,,11.35,0.18,,,,nodet,,,,N,N,,,2MASS J16130306-1929319,16 13 03.070,-19 29 31.91,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16130306-1929319
2MASS J16130762-1703524,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.49,0.03,,12.26,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16130762-1703524,16 13 07.626,-17 03 52.48,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16130762-1703524
2MASS J16130996-1904269,RX J1613.1-1904S,M4,30,M4,10.04,0.02,,9.68,0.02,,9.42,0.03,,8.77,0.03,,5.99,0.04,,10.28,0.02,bl,9.81,0.02,bl,8.09,0.03,bl,6.14,0.05,,Y,Y,Y,Y,Y,Y,full,2MASS J16130996-1904269,16 13 09.97,-19 04 26.9,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,M4,,,2007ApJ...657..338P,2MASS J16130996-1904269
2MASS J16131023-1904131,RX J1613.1-1904N,M2.5,30,M2.5,9.34,0.02,,9.31,0.02,,9.27,0.03,,9.24,0.03,,8.8,0.16,,9.5,0.03,bl,9.29,0.02,bl,9.18,0.04,bl,,,nodet,N,N,N,N,N,,,2MASS J16131023-1904131,16 13 10.23,-19 04 13.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,M2.5,,,2007ApJ...657..338P,2MASS J16131023-1904131
2MASS J16131082-2313514,,M5.75,25,M5.75,11.33,0.02,,,,out,11.11,0.03,,,,out,,,out,11.43,0.02,,11.21,0.02,,10.95,0.14,,,,false,,,,N,N,,,2MASS J16131082-2313514,16 13 10.83,-23 13 51.4,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.75,D,,2011A&A...527A..24L,2MASS J16131082-2313514
2MASS J16131158-2229066,"HD 145718,HIP 79476,V718 Sco",A8III/IV,1,A8III/IV,,,out,,,out,,,out,,,out,,,out,5.78,0.06,,,,err,2.02,0.02,,0.63,0.01,,,,,,Y,Y,full,V* V718 Sco,16 13 11.5920,-22 29 06.652,9.0,9.0,8.09000015258789,6.139999866485596,90.0,A,O,2007A&A...474..653V,EB*Algol,A8III/IV,C,,1988MSS...C04....0H,2MASS J16131158-2229066
2MASS J16131211-2305031,,"M6.5,M6.5","19,25",M6.5,12.55,0.02,,12.45,0.02,,12.36,0.03,,12.41,0.04,,,,nodet,12.65,0.03,,12.41,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16131211-2305031,16 13 12.118,-23 05 03.19,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6.5,D,,2006AJ....131.3016S,2MASS J16131211-2305031
